"Year","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"New citizens",19,25,19,16,15,7,11,8,27,110,248,114,54,254,191,117,73,108
